x,y,wildebeest,transect_id,photo_area
27090.00,5135.00,8,3,48600.000000
27590.00,5135.00,5,3,48600.000000
28090.00,5135.00,12,3,48600.000000
28590.00,5135.00,1,3,48600.000000
29090.00,5135.00,3,3,48600.000000
29590.00,5135.00,0,3,48600.000000
30090.00,5135.00,0,3,48600.000000
30590.00,5135.00,0,3,48600.000000
31090.00,5135.00,0,3,48600.000000
31590.00,5135.00,0,3,48600.000000
32090.00,5135.00,0,3,48600.000000
32590.00,5135.00,0,3,48600.000000
33090.00,5135.00,0,3,48600.000000
33590.00,5135.00,0,3,48600.000000
34090.00,5135.00,0,3,48600.000000
34590.00,5135.00,0,3,48600.000000
35090.00,5135.00,0,3,48600.000000
35590.00,5135.00,0,3,48600.000000
36090.00,5135.00,0,3,48600.000000
36590.00,5135.00,0,3,48600.000000
37090.00,5135.00,0,3,48600.000000
37590.00,5135.00,0,3,48600.000000
38090.00,5135.00,0,3,48600.000000
38590.00,5135.00,0,3,48600.000000
39090.00,5135.00,0,3,48600.000000
39590.00,5135.00,0,3,48600.000000
40090.00,5135.00,0,3,48600.000000
40590.00,5135.00,0,3,48600.000000
41090.00,5135.00,0,3,48600.000000
41590.00,5135.00,0,3,48600.000000
42090.00,5135.00,0,3,48600.000000
42590.00,5135.00,0,3,48600.000000
43090.00,5135.00,0,3,48600.000000
43590.00,5135.00,0,3,48600.000000
44090.00,5135.00,0,3,48600.000000
44590.00,5135.00,0,3,48600.000000
45090.00,5135.00,0,3,48600.000000
45590.00,5135.00,0,3,48600.000000
46090.00,5135.00,18,3,48600.000000
46590.00,5135.00,19,3,48600.000000
47090.00,5135.00,12,3,48600.000000
47590.00,5135.00,13,3,48600.000000
48090.00,5135.00,12,3,48600.000000
48590.00,5135.00,5,3,48600.000000
49090.00,5135.00,2,3,48600.000000
49590.00,5135.00,8,3,48600.000000
90.00,7635.00,0,4,48600.000000
590.00,7635.00,0,4,48600.000000
1090.00,7635.00,0,4,48600.000000
1590.00,7635.00,0,4,48600.000000
2090.00,7635.00,0,4,48600.000000
2590.00,7635.00,0,4,48600.000000
3090.00,7635.00,0,4,48600.000000
3590.00,7635.00,0,4,48600.000000
4090.00,7635.00,0,4,48600.000000
4590.00,7635.00,0,4,48600.000000
5090.00,7635.00,0,4,48600.000000
5590.00,7635.00,0,4,48600.000000
6090.00,7635.00,0,4,48600.000000
6590.00,7635.00,0,4,48600.000000
7090.00,7635.00,0,4,48600.000000
7590.00,7635.00,0,4,48600.000000
8090.00,7635.00,0,4,48600.000000
8590.00,7635.00,0,4,48600.000000
9090.00,7635.00,0,4,48600.000000
9590.00,7635.00,0,4,48600.000000
10090.00,7635.00,0,4,48600.000000
10590.00,7635.00,0,4,48600.000000
11090.00,7635.00,0,4,48600.000000
11590.00,7635.00,0,4,48600.000000
12090.00,7635.00,0,4,48600.000000
12590.00,7635.00,0,4,48600.000000
13090.00,7635.00,3,4,48600.000000
13590.00,7635.00,27,4,48600.000000
14090.00,7635.00,45,4,48600.000000
14590.00,7635.00,8,4,48600.000000
15090.00,7635.00,4,4,48600.000000
15590.00,7635.00,9,4,48600.000000
16090.00,7635.00,11,4,48600.000000
16590.00,7635.00,22,4,48600.000000
17090.00,7635.00,6,4,48600.000000
17590.00,7635.00,10,4,48600.000000
18090.00,7635.00,21,4,48600.000000
18590.00,7635.00,19,4,48600.000000
19090.00,7635.00,11,4,48600.000000
19590.00,7635.00,36,4,48600.000000
20090.00,7635.00,10,4,48600.000000
20590.00,7635.00,4,4,48600.000000
21090.00,7635.00,9,4,48600.000000
21590.00,7635.00,10,4,48600.000000
22090.00,7635.00,1,4,48600.000000
22590.00,7635.00,1,4,48600.000000
23090.00,7635.00,0,4,48600.000000
23590.00,7635.00,4,4,48600.000000
24090.00,7635.00,6,4,48600.000000
24590.00,7635.00,9,4,48600.000000
25090.00,7635.00,11,4,48600.000000
25590.00,7635.00,3,4,48600.000000
26090.00,7635.00,15,4,48600.000000
26590.00,7635.00,7,4,48600.000000
27090.00,7635.00,19,4,48600.000000
27590.00,7635.00,29,4,48600.000000
28090.00,7635.00,39,4,48600.000000
28590.00,7635.00,0,4,48600.000000
29090.00,7635.00,0,4,48600.000000
29590.00,7635.00,0,4,48600.000000
30090.00,7635.00,0,4,48600.000000
30590.00,7635.00,0,4,48600.000000
31090.00,7635.00,0,4,48600.000000
31590.00,7635.00,0,4,48600.000000
32090.00,7635.00,0,4,48600.000000
32590.00,7635.00,0,4,48600.000000
33090.00,7635.00,0,4,48600.000000
33590.00,7635.00,0,4,48600.000000
34090.00,7635.00,0,4,48600.000000
34590.00,7635.00,0,4,48600.000000
35090.00,7635.00,0,4,48600.000000
35590.00,7635.00,0,4,48600.000000
36090.00,7635.00,0,4,48600.000000
36590.00,7635.00,0,4,48600.000000
37090.00,7635.00,0,4,48600.000000
37590.00,7635.00,0,4,48600.000000
38090.00,7635.00,0,4,48600.000000
38590.00,7635.00,0,4,48600.000000
39090.00,7635.00,0,4,48600.000000
39590.00,7635.00,0,4,48600.000000
40090.00,7635.00,0,4,48600.000000
40590.00,7635.00,0,4,48600.000000
41090.00,7635.00,0,4,48600.000000
41590.00,7635.00,0,4,48600.000000
42090.00,7635.00,2,4,48600.000000
42590.00,7635.00,9,4,48600.000000
43090.00,7635.00,13,4,48600.000000
43590.00,7635.00,49,4,48600.000000
44090.00,7635.00,17,4,48600.000000
44590.00,7635.00,55,4,48600.000000
45090.00,7635.00,55,4,48600.000000
45590.00,7635.00,47,4,48600.000000
46090.00,7635.00,44,4,48600.000000
46590.00,7635.00,9,4,48600.000000
47090.00,7635.00,15,4,48600.000000
47590.00,7635.00,3,4,48600.000000
48090.00,7635.00,11,4,48600.000000
48590.00,7635.00,15,4,48600.000000
49090.00,7635.00,28,4,48600.000000
49590.00,7635.00,14,4,48600.000000
90.00,10135.00,0,5,48600.000000
590.00,10135.00,0,5,48600.000000
1090.00,10135.00,0,5,48600.000000
1590.00,10135.00,0,5,48600.000000
2090.00,10135.00,0,5,48600.000000
2590.00,10135.00,0,5,48600.000000
3090.00,10135.00,0,5,48600.000000
3590.00,10135.00,0,5,48600.000000
4090.00,10135.00,0,5,48600.000000
4590.00,10135.00,0,5,48600.000000
5090.00,10135.00,0,5,48600.000000
5590.00,10135.00,0,5,48600.000000
6090.00,10135.00,28,5,48600.000000
6590.00,10135.00,47,5,48600.000000
7090.00,10135.00,30,5,48600.000000
7590.00,10135.00,66,5,48600.000000
8090.00,10135.00,0,5,48600.000000
8590.00,10135.00,0,5,48600.000000
9090.00,10135.00,0,5,48600.000000
9590.00,10135.00,0,5,48600.000000
10090.00,10135.00,0,5,48600.000000
10590.00,10135.00,0,5,48600.000000
11090.00,10135.00,0,5,48600.000000
11590.00,10135.00,0,5,48600.000000
12090.00,10135.00,0,5,48600.000000
12590.00,10135.00,0,5,48600.000000
13090.00,10135.00,0,5,48600.000000
13590.00,10135.00,0,5,48600.000000
14090.00,10135.00,0,5,48600.000000
14590.00,10135.00,0,5,48600.000000
15090.00,10135.00,0,5,48600.000000
15590.00,10135.00,0,5,48600.000000
16090.00,10135.00,7,5,48600.000000
16590.00,10135.00,11,5,48600.000000
17090.00,10135.00,15,5,48600.000000
17590.00,10135.00,21,5,48600.000000
18090.00,10135.00,14,5,48600.000000
18590.00,10135.00,5,5,48600.000000
19090.00,10135.00,4,5,48600.000000
19590.00,10135.00,1,5,48600.000000
20090.00,10135.00,6,5,48600.000000
20590.00,10135.00,3,5,48600.000000
21090.00,10135.00,6,5,48600.000000
21590.00,10135.00,3,5,48600.000000
22090.00,10135.00,4,5,48600.000000
22590.00,10135.00,2,5,48600.000000
23090.00,10135.00,0,5,48600.000000
23590.00,10135.00,0,5,48600.000000
24090.00,10135.00,0,5,48600.000000
24590.00,10135.00,0,5,48600.000000
25090.00,10135.00,0,5,48600.000000
25590.00,10135.00,0,5,48600.000000
26090.00,10135.00,0,5,48600.000000
26590.00,10135.00,3,5,48600.000000
27090.00,10135.00,9,5,48600.000000
27590.00,10135.00,8,5,48600.000000
28090.00,10135.00,7,5,48600.000000
28590.00,10135.00,0,5,48600.000000
29090.00,10135.00,0,5,48600.000000
29590.00,10135.00,0,5,48600.000000
30090.00,10135.00,0,5,48600.000000
30590.00,10135.00,0,5,48600.000000
31090.00,10135.00,0,5,48600.000000
31590.00,10135.00,0,5,48600.000000
32090.00,10135.00,0,5,48600.000000
32590.00,10135.00,0,5,48600.000000
33090.00,10135.00,0,5,48600.000000
33590.00,10135.00,0,5,48600.000000
34090.00,10135.00,0,5,48600.000000
34590.00,10135.00,0,5,48600.000000
35090.00,10135.00,0,5,48600.000000
35590.00,10135.00,0,5,48600.000000
36090.00,10135.00,0,5,48600.000000
36590.00,10135.00,0,5,48600.000000
37090.00,10135.00,0,5,48600.000000
37590.00,10135.00,0,5,48600.000000
38090.00,10135.00,0,5,48600.000000
38590.00,10135.00,0,5,48600.000000
39090.00,10135.00,0,5,48600.000000
39590.00,10135.00,0,5,48600.000000
40090.00,10135.00,0,5,48600.000000
40590.00,10135.00,1,5,48600.000000
41090.00,10135.00,0,5,48600.000000
41590.00,10135.00,2,5,48600.000000
42090.00,10135.00,5,5,48600.000000
42590.00,10135.00,7,5,48600.000000
43090.00,10135.00,14,5,48600.000000
43590.00,10135.00,29,5,48600.000000
44090.00,10135.00,32,5,48600.000000
44590.00,10135.00,40,5,48600.000000
45090.00,10135.00,11,5,48600.000000
45590.00,10135.00,15,5,48600.000000
46090.00,10135.00,8,5,48600.000000
46590.00,10135.00,18,5,48600.000000
47090.00,10135.00,18,5,48600.000000
47590.00,10135.00,45,5,48600.000000
48090.00,10135.00,77,5,48600.000000
48590.00,10135.00,65,5,48600.000000
49090.00,10135.00,47,5,48600.000000
49590.00,10135.00,0,5,48600.000000
90.00,12635.00,0,6,48600.000000
590.00,12635.00,0,6,48600.000000
1090.00,12635.00,0,6,48600.000000
1590.00,12635.00,0,6,48600.000000
2090.00,12635.00,0,6,48600.000000
2590.00,12635.00,0,6,48600.000000
3090.00,12635.00,0,6,48600.000000
3590.00,12635.00,0,6,48600.000000
4090.00,12635.00,0,6,48600.000000
4590.00,12635.00,0,6,48600.000000
5090.00,12635.00,39,6,48600.000000
5590.00,12635.00,55,6,48600.000000
6090.00,12635.00,36,6,48600.000000
6590.00,12635.00,81,6,48600.000000
7090.00,12635.00,90,6,48600.000000
7590.00,12635.00,35,6,48600.000000
8090.00,12635.00,10,6,48600.000000
8590.00,12635.00,9,6,48600.000000
9090.00,12635.00,19,6,48600.000000
9590.00,12635.00,19,6,48600.000000
10090.00,12635.00,7,6,48600.000000
10590.00,12635.00,7,6,48600.000000
11090.00,12635.00,14,6,48600.000000
11590.00,12635.00,1,6,48600.000000
12090.00,12635.00,0,6,48600.000000
12590.00,12635.00,0,6,48600.000000
13090.00,12635.00,0,6,48600.000000
13590.00,12635.00,0,6,48600.000000
14090.00,12635.00,0,6,48600.000000
14590.00,12635.00,0,6,48600.000000
15090.00,12635.00,0,6,48600.000000
15590.00,12635.00,14,6,48600.000000
16090.00,12635.00,11,6,48600.000000
16590.00,12635.00,18,6,48600.000000
17090.00,12635.00,7,6,48600.000000
17590.00,12635.00,32,6,48600.000000
18090.00,12635.00,9,6,48600.000000
18590.00,12635.00,15,6,48600.000000
19090.00,12635.00,12,6,48600.000000
19590.00,12635.00,4,6,48600.000000
20090.00,12635.00,6,6,48600.000000
20590.00,12635.00,11,6,48600.000000
21090.00,12635.00,14,6,48600.000000
21590.00,12635.00,62,6,48600.000000
22090.00,12635.00,0,6,48600.000000
22590.00,12635.00,0,6,48600.000000
23090.00,12635.00,0,6,48600.000000
23590.00,12635.00,0,6,48600.000000
24090.00,12635.00,0,6,48600.000000
24590.00,12635.00,0,6,48600.000000
25090.00,12635.00,0,6,48600.000000
25590.00,12635.00,0,6,48600.000000
26090.00,12635.00,0,6,48600.000000
26590.00,12635.00,0,6,48600.000000
27090.00,12635.00,0,6,48600.000000
27590.00,12635.00,0,6,48600.000000
28090.00,12635.00,0,6,48600.000000
28590.00,12635.00,0,6,48600.000000
29090.00,12635.00,0,6,48600.000000
29590.00,12635.00,0,6,48600.000000
30090.00,12635.00,0,6,48600.000000
30590.00,12635.00,0,6,48600.000000
31090.00,12635.00,0,6,48600.000000
31590.00,12635.00,0,6,48600.000000
32090.00,12635.00,0,6,48600.000000
32590.00,12635.00,0,6,48600.000000
33090.00,12635.00,0,6,48600.000000
33590.00,12635.00,0,6,48600.000000
34090.00,12635.00,0,6,48600.000000
34590.00,12635.00,0,6,48600.000000
35090.00,12635.00,0,6,48600.000000
35590.00,12635.00,9,6,48600.000000
36090.00,12635.00,13,6,48600.000000
36590.00,12635.00,5,6,48600.000000
37090.00,12635.00,6,6,48600.000000
37590.00,12635.00,31,6,48600.000000
38090.00,12635.00,45,6,48600.000000
38590.00,12635.00,56,6,48600.000000
39090.00,12635.00,9,6,48600.000000
39590.00,12635.00,12,6,48600.000000
40090.00,12635.00,13,6,48600.000000
40590.00,12635.00,8,6,48600.000000
41090.00,12635.00,6,6,48600.000000
41590.00,12635.00,5,6,48600.000000
42090.00,12635.00,7,6,48600.000000
42590.00,12635.00,14,6,48600.000000
43090.00,12635.00,3,6,48600.000000
43590.00,12635.00,6,6,48600.000000
44090.00,12635.00,33,6,48600.000000
44590.00,12635.00,20,6,48600.000000
45090.00,12635.00,15,6,48600.000000
45590.00,12635.00,5,6,48600.000000
46090.00,12635.00,13,6,48600.000000
46590.00,12635.00,12,6,48600.000000
47090.00,12635.00,9,6,48600.000000
47590.00,12635.00,22,6,48600.000000
48090.00,12635.00,29,6,48600.000000
48590.00,12635.00,23,6,48600.000000
49090.00,12635.00,27,6,48600.000000
49590.00,12635.00,0,6,48600.000000
90.00,15135.00,0,7,48600.000000
590.00,15135.00,0,7,48600.000000
1090.00,15135.00,0,7,48600.000000
1590.00,15135.00,0,7,48600.000000
2090.00,15135.00,0,7,48600.000000
2590.00,15135.00,0,7,48600.000000
3090.00,15135.00,0,7,48600.000000
3590.00,15135.00,0,7,48600.000000
4090.00,15135.00,0,7,48600.000000
4590.00,15135.00,0,7,48600.000000
5090.00,15135.00,0,7,48600.000000
5590.00,15135.00,0,7,48600.000000
6090.00,15135.00,0,7,48600.000000
6590.00,15135.00,0,7,48600.000000
7090.00,15135.00,0,7,48600.000000
7590.00,15135.00,0,7,48600.000000
8090.00,15135.00,14,7,48600.000000
8590.00,15135.00,49,7,48600.000000
9090.00,15135.00,68,7,48600.000000
9590.00,15135.00,13,7,48600.000000
10090.00,15135.00,4,7,48600.000000
10590.00,15135.00,2,7,48600.000000
11090.00,15135.00,5,7,48600.000000
11590.00,15135.00,1,7,48600.000000
12090.00,15135.00,4,7,48600.000000
12590.00,15135.00,2,7,48600.000000
13090.00,15135.00,12,7,48600.000000
13590.00,15135.00,6,7,48600.000000
14090.00,15135.00,5,7,48600.000000
14590.00,15135.00,1,7,48600.000000
15090.00,15135.00,3,7,48600.000000
15590.00,15135.00,3,7,48600.000000
16090.00,15135.00,4,7,48600.000000
16590.00,15135.00,3,7,48600.000000
17090.00,15135.00,6,7,48600.000000
17590.00,15135.00,5,7,48600.000000
18090.00,15135.00,6,7,48600.000000
18590.00,15135.00,20,7,48600.000000
19090.00,15135.00,23,7,48600.000000
19590.00,15135.00,19,7,48600.000000
20090.00,15135.00,22,7,48600.000000
20590.00,15135.00,10,7,48600.000000
21090.00,15135.00,59,7,48600.000000
21590.00,15135.00,16,7,48600.000000
22090.00,15135.00,0,7,48600.000000
22590.00,15135.00,0,7,48600.000000
23090.00,15135.00,0,7,48600.000000
23590.00,15135.00,0,7,48600.000000
24090.00,15135.00,0,7,48600.000000
24590.00,15135.00,0,7,48600.000000
25090.00,15135.00,0,7,48600.000000
25590.00,15135.00,0,7,48600.000000
26090.00,15135.00,0,7,48600.000000
26590.00,15135.00,0,7,48600.000000
27090.00,15135.00,0,7,48600.000000
27590.00,15135.00,0,7,48600.000000
28090.00,15135.00,0,7,48600.000000
28590.00,15135.00,0,7,48600.000000
29090.00,15135.00,0,7,48600.000000
29590.00,15135.00,0,7,48600.000000
30090.00,15135.00,0,7,48600.000000
30590.00,15135.00,0,7,48600.000000
31090.00,15135.00,0,7,48600.000000
31590.00,15135.00,0,7,48600.000000
32090.00,15135.00,0,7,48600.000000
32590.00,15135.00,0,7,48600.000000
33090.00,15135.00,0,7,48600.000000
33590.00,15135.00,0,7,48600.000000
34090.00,15135.00,0,7,48600.000000
34590.00,15135.00,0,7,48600.000000
35090.00,15135.00,0,7,48600.000000
35590.00,15135.00,23,7,48600.000000
36090.00,15135.00,16,7,48600.000000
36590.00,15135.00,9,7,48600.000000
37090.00,15135.00,9,7,48600.000000
37590.00,15135.00,16,7,48600.000000
38090.00,15135.00,11,7,48600.000000
38590.00,15135.00,7,7,48600.000000
39090.00,15135.00,11,7,48600.000000
39590.00,15135.00,21,7,48600.000000
40090.00,15135.00,28,7,48600.000000
40590.00,15135.00,29,7,48600.000000
41090.00,15135.00,15,7,48600.000000
41590.00,15135.00,0,7,48600.000000
42090.00,15135.00,0,7,48600.000000
42590.00,15135.00,0,7,48600.000000
43090.00,15135.00,0,7,48600.000000
43590.00,15135.00,0,7,48600.000000
44090.00,15135.00,0,7,48600.000000
44590.00,15135.00,0,7,48600.000000
45090.00,15135.00,0,7,48600.000000
45590.00,15135.00,0,7,48600.000000
46090.00,15135.00,0,7,48600.000000
46590.00,15135.00,0,7,48600.000000
47090.00,15135.00,0,7,48600.000000
47590.00,15135.00,0,7,48600.000000
48090.00,15135.00,0,7,48600.000000
48590.00,15135.00,0,7,48600.000000
49090.00,15135.00,0,7,48600.000000
49590.00,15135.00,0,7,48600.000000
90.00,17635.00,0,8,48600.000000
590.00,17635.00,0,8,48600.000000
